,sentiment_risk,confidence_risk,volatility_risk,engagement_risk,tenure_risk,overall_risk,cluster
310,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
311,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,3
312,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,4
313,0.5,0.47,0.25,0.0,0,0.294,5
314,0.0,0.5999999999999999,0.408248290463863,0.0,0,0.20164965809277258,8
315,0.0,0.6,0.0,0.0,0,0.12,2
316,0.0,0.6,0.5,0.0,0,0.22,8
317,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,6
318,0.0,0.6,0.5,0.0,0,0.22,2
319,0.0,0.6,0.0,0.0,0,0.12,3
320,0.0,0.6,0.5,0.0,0,0.22,4
321,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,1
322,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
323,0.0,0.6,0.35355339059327373,0.0,0,0.19071067811865475,0
324,0.5,0.485,0.1,0.0,0,0.267,0
325,1.0,0.49,0.0,0.41107184923439344,0,0.45966077738515904,5
326,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
327,0.0,0.6,0.0,0.0,0,0.12,2
328,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,4
329,0.0,0.6,0.40824829046386296,0.0,0,0.20164965809277258,6
330,0.5,0.6,1.0,0.0,0,0.47000000000000003,8
331,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,3
332,0.0,0.19999999999999996,0.0,0.41107184923439344,0,0.10166077738515901,7
333,0.0,0.6,0.0,0.0,0,0.12,6
334,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
335,0.0,0.6,0.0,0.0,0,0.12,3
336,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,4
337,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,1
338,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
339,0.0,0.6,0.5,0.0,0,0.22,2
340,0.0,0.6,0.0,0.0,0,0.12,0
341,0.0,0.6,0.5,0.0,0,0.22,6
342,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
343,0.0,0.6,0.5,0.0,0,0.22,3
344,0.0,0.6,0.0,0.0,0,0.12,4
345,1.0,0.33999999999999997,0.0,0.41107184923439344,0,0.429660777385159,5
346,0.0,0.6,0.5,0.0,0,0.22,8
347,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,2
348,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
349,0.0,0.6,0.0,0.0,0,0.12,6
350,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
351,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,3
352,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,4
353,0.0,0.6,0.5,0.0,0,0.22,1
354,0.0,0.6,0.5,0.0,0,0.22,5
355,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,2
